k,T,best_cost,current_cost
1126,5.247585144199351,293.8926261462365,293.8926261462365
1127,5.237089973910952,293.8926261462365,293.8926261462365
1128,5.226615793963131,293.8926261462365,293.8926261462365
1129,5.216162562375204,293.8926261462365,293.8926261462365
1130,5.205730237250454,293.8926261462365,293.8926261462365
1131,5.195318776775952,293.8926261462365,293.8926261462365
1132,5.184928139222402,293.8926261462365,293.8926261462365
1133,5.174558282943956,293.8926261462365,293.8926261462365
1134,5.164209166378068,293.8926261462365,293.8926261462366
1135,5.153880748045312,293.8926261462365,293.8926261462366
1136,5.143572986549221,293.8926261462365,293.8926261462365
1137,5.133285840576123,293.8926261462365,293.8926261462365
1138,5.123019268894971,293.8926261462365,293.8926261462365
1139,5.112773230357181,293.8926261462365,293.8926261462365
1140,5.102547683896466,293.8926261462365,293.8926261462365
1141,5.092342588528673,293.8926261462365,293.8926261462365
1142,5.082157903351616,293.8926261462365,293.8926261462365
1143,5.071993587544913,293.8926261462365,293.8926261462366
1144,5.061849600369823,293.8926261462365,293.8926261462366
1145,5.051725901169084,293.8926261462365,293.8926261462366
1146,5.041622449366745,293.8926261462365,293.8926261462365
1147,5.031539204468012,293.8926261462365,293.8926261462365
1148,5.021476126059075,293.8926261462365,293.8926261462365
1149,5.0114331738069575,293.8926261462365,293.8926261462365
1150,5.001410307459343,293.8926261462365,293.8926261462366
1151,4.991407486844425,293.8926261462365,293.8926261462366
1152,4.9814246718707365,293.8926261462365,293.8926261462365
1153,4.971461822526995,293.8926261462365,293.8926261462365
1154,4.96151889888194,293.8926261462365,293.8926261462365
1155,4.951595861084177,293.8926261462365,293.8926261462365
1156,4.941692669362007,293.8926261462365,293.8926261462365
1157,4.931809284023284,293.8926261462365,293.8926261462365
1158,4.921945665455238,293.8926261462365,293.8926261462365
1159,4.912101774124327,293.8926261462365,293.8926261462365
1160,4.902277570576079,293.8926261462365,293.8926261462365
1161,4.892473015434926,293.8926261462365,293.8926261462365
1162,4.882688069404057,293.8926261462365,293.8926261462365
1163,4.872922693265249,293.8926261462365,293.8926261462365
1164,4.8631768478787185,293.8926261462365,293.8926261462365
1165,4.853450494182961,293.8926261462365,293.8926261462365
1166,4.843743593194595,293.8926261462365,293.8926261462365
1167,4.834056106008205,293.8926261462365,293.8926261462365
1168,4.824387993796189,293.8926261462365,293.8926261462365
1169,4.814739217808596,293.8926261462365,293.8926261462365
1170,4.80510973937298,293.8926261462365,293.8926261462365
1171,4.795499519894234,293.8926261462365,293.8926261462365
1172,4.785908520854445,293.8926261462365,293.8926261462365
1173,4.776336703812737,293.8926261462365,293.8926261462365
1174,4.766784030405111,293.8926261462365,293.8926261462365
1175,4.7572504623443,293.8926261462365,293.8926261462365
1176,4.747735961419611,293.8926261462365,293.8926261462365
1177,4.738240489496773,293.8926261462365,293.8926261462366
1178,4.7287640085177784,293.8926261462365,293.8926261462365
1179,4.719306480500743,293.8926261462365,293.8926261462365
1180,4.709867867539741,293.8926261462365,293.8926261462365
1181,4.700448131804662,293.8926261462365,293.8926261462366
1182,4.691047235541053,293.8926261462365,293.8926261462366
1183,4.6816651410699714,293.8926261462365,293.8926261462366
1184,4.672301810787831,293.8926261462365,293.8926261462366
1185,4.662957207166255,293.8926261462365,293.8926261462366
1186,4.653631292751922,293.8926261462365,293.8926261462366
1187,4.644324030166419,293.8926261462365,293.8926261462365
1188,4.635035382106086,293.8926261462365,293.8926261462365
1189,4.625765311341874,293.8926261462365,293.8926261462365
1190,4.61651378071919,293.8926261462365,293.8926261462365
1191,4.6072807531577515,293.8926261462365,293.8926261462365
1192,4.598066191651435,293.8926261462365,293.8926261462365
1193,4.5888700592681335,293.8926261462365,293.8926261462365
1194,4.579692319149597,293.8926261462365,293.8926261462366
1195,4.570532934511299,293.8926261462365,293.8926261462366
1196,4.561391868642276,293.8926261462365,293.8926261462366
1197,4.5522690849049905,293.8926261462365,293.8926261462365
1198,4.543164546735181,293.8926261462365,293.8926261462365
1199,4.53407821764171,293.8926261462365,293.8926261462366
1200,4.525010061206427,293.8926261462365,293.8926261462366
1201,4.515960041084014,293.8926261462365,293.8926261462366
1202,4.506928121001846,293.8926261462365,293.8926261462366
1203,4.497914264759842,293.8926261462365,293.8926261462366
1204,4.488918436230323,293.8926261462365,293.8926261462366
1205,4.479940599357862,293.8926261462365,293.8926261462366
1206,4.470980718159146,293.8926261462365,293.8926261462366
1207,4.462038756722827,293.8926261462365,293.8926261462366
1208,4.453114679209382,293.8926261462365,293.8926261462366
1209,4.444208449850963,293.8926261462365,293.8926261462366
1210,4.435320032951261,293.8926261462365,293.8926261462366
1211,4.42644939288536,293.8926261462365,293.8926261462366
1212,4.417596494099588,293.8926261462365,293.8926261462366
1213,4.408761301111389,293.8926261462365,293.8926261462366
1214,4.399943778509166,293.8926261462365,293.8926261462366
1215,4.391143890952148,293.8926261462365,293.8926261462366
